"","Season","County","Week","Year","Incidents","Predicted","Error","Latitude","Longitude"
"1","2009-2010","Albany",40,2009,4,NA,NA,42.5882713,-73.9740136
"2","2009-2010","Allegany",40,2009,1,NA,NA,42.2478938,-78.0261758
"3","2009-2010","Bronx",40,2009,17,NA,NA,40.8448,-73.8648
"4","2009-2010","Broome",40,2009,2,NA,NA,42.1619773,-75.830291
"5","2009-2010","Cattaraugus",40,2009,0,NA,NA,42.2448527,-78.6810055
"6","2009-2010","Cayuga",40,2009,0,NA,NA,43.0085456,-76.5745866
"7","2009-2010","Chautauqua",40,2009,4,NA,NA,42.3042159,-79.4075949
"8","2009-2010","Chemung",40,2009,0,NA,NA,42.1552807,-76.7471788
"9","2009-2010","Chenango",40,2009,0,NA,NA,42.489732,-75.6049051
"10","2009-2010","Clinton",40,2009,4,NA,NA,44.7527103,-73.7056478
"11","2009-2010","Columbia",40,2009,2,NA,NA,42.2477286,-73.6268046
"12","2009-2010","Cortland",40,2009,0,NA,NA,42.5938237,-76.0762647
"13","2009-2010","Delaware",40,2009,1,NA,NA,42.1939865,-74.966728
"14","2009-2010","Dutchess",40,2009,1,NA,NA,41.7550085,-73.7399512
"15","2009-2010","Erie",40,2009,36,NA,NA,42.752759,-78.7781922
"16","2009-2010","Essex",40,2009,0,NA,NA,44.1089711,-73.7775726
"17","2009-2010","Franklin",40,2009,0,NA,NA,44.5943743,-74.3106698
"18","2009-2010","Fulton",40,2009,1,NA,NA,43.1156093,-74.4236782
"19","2009-2010","Genesee",40,2009,1,NA,NA,43.0009096,-78.1927784
"20","2009-2010","Greene",40,2009,0,NA,NA,42.2869511,-74.1494949
"21","2009-2010","Hamilton",40,2009,0,NA,NA,43.6578786,-74.5024556
"22","2009-2010","Herkimer",40,2009,18,NA,NA,43.1631,-74.8741
"23","2009-2010","Jefferson",40,2009,3,NA,NA,44.0607,-75.9928
"24","2009-2010","Kings",40,2009,15,NA,NA,40.6782,-73.9442
"25","2009-2010","Lewis",40,2009,8,NA,NA,43.7863965,-75.4426165
"26","2009-2010","Livingston",40,2009,1,NA,NA,42.7274845,-77.7697795
"27","2009-2010","Madison",40,2009,5,NA,NA,42.9100255,-75.6635749
"28","2009-2010","Monroe",40,2009,10,NA,NA,43.174966,-77.639663
"29","2009-2010","Montgomery",40,2009,3,NA,NA,42.9008912,-74.4353575
"30","2009-2010","Nassau",40,2009,18,NA,NA,40.7506561,-73.582905
"31","2009-2010","New york",40,2009,31,NA,NA,40.7831,-73.9712
"32","2009-2010","Niagara",40,2009,2,NA,NA,43.203001,-78.71083
"33","2009-2010","Oneida",40,2009,20,NA,NA,43.2427273,-75.4342824
"34","2009-2010","Onondaga",40,2009,16,NA,NA,43.0065299,-76.1961167
"35","2009-2010","Ontario",40,2009,6,NA,NA,42.8566949,-77.3032768
"36","2009-2010","Orange",40,2009,2,NA,NA,41.4024096,-74.3062522
"37","2009-2010","Orleans",40,2009,0,NA,NA,43.209007,-78.254897
"38","2009-2010","Oswego",40,2009,11,NA,NA,43.4614428,-76.209258
"39","2009-2010","Otsego",40,2009,0,NA,NA,42.6297762,-75.028841
"40","2009-2010","Putnam",40,2009,0,NA,NA,41.4351,-73.7949
"41","2009-2010","Queens",40,2009,20,NA,NA,40.7282,-73.7949
"42","2009-2010","Rensselaer",40,2009,1,NA,NA,42.7104206,-73.5138454
"43","2009-2010","Richmond",40,2009,6,NA,NA,40.5795,-74.1502
"44","2009-2010","Rockland",40,2009,2,NA,NA,41.1547851,-74.0247721
"45","2009-2010","Saratoga",40,2009,1,NA,NA,43.1061353,-73.8553872
"46","2009-2010","Schenectady",40,2009,8,NA,NA,42.8175421,-74.0435834
"47","2009-2010","Schoharie",40,2009,1,NA,NA,42.591294,-74.4381718
"48","2009-2010","Schuyler",40,2009,0,NA,NA,42.419776,-76.9386038
"49","2009-2010","Seneca",40,2009,0,NA,NA,42.7652,-76.8721
"50","2009-2010","St lawrence",40,2009,2,NA,NA,44.4881125,-75.074311
"51","2009-2010","Steuben",40,2009,4,NA,NA,42.2667252,-77.3855253
"52","2009-2010","Suffolk",40,2009,14,NA,NA,40.943554,-72.6922184
"53","2009-2010","Sullivan",40,2009,0,NA,NA,41.7201763,-74.7646796
"54","2009-2010","Tioga",40,2009,0,NA,NA,42.1256,-76.3637
"55","2009-2010","Tompkins",40,2009,4,NA,NA,42.4532811,-76.4737116
"56","2009-2010","Ulster",40,2009,0,NA,NA,41.9472321,-74.265447
"57","2009-2010","Warren",40,2009,0,NA,NA,43.5551053,-73.8381388
"58","2009-2010","Washington",40,2009,0,NA,NA,43.3123766,-73.4394282
"59","2009-2010","Wayne",40,2009,2,NA,NA,43.202,-77.0104
"60","2009-2010","Westchester",40,2009,5,NA,NA,41.1527698,-73.745912
"61","2009-2010","Wyoming",40,2009,0,NA,NA,42.7013627,-78.2285667
"62","2009-2010","Yates",40,2009,0,NA,NA,42.6431,-77.1485
"63","2009-2010","Albany",41,2009,11,NA,NA,42.5882713,-73.9740136
"64","2009-2010","Allegany",41,2009,1,NA,NA,42.2478938,-78.0261758
"65","2009-2010","Bronx",41,2009,14,NA,NA,40.8448,-73.8648
"66","2009-2010","Broome",41,2009,7,NA,NA,42.1619773,-75.830291
"67","2009-2010","Cattaraugus",41,2009,3,NA,NA,42.2448527,-78.6810055
"68","2009-2010","Cayuga",41,2009,5,NA,NA,43.0085456,-76.5745866
"69","2009-2010","Chautauqua",41,2009,10,NA,NA,42.3042159,-79.4075949
"70","2009-2010","Chemung",41,2009,2,NA,NA,42.1552807,-76.7471788
"71","2009-2010","Chenango",41,2009,0,NA,NA,42.489732,-75.6049051
"72","2009-2010","Clinton",41,2009,3,NA,NA,44.7527103,-73.7056478
"73","2009-2010","Columbia",41,2009,4,NA,NA,42.2477286,-73.6268046
"74","2009-2010","Cortland",41,2009,0,NA,NA,42.5938237,-76.0762647
"75","2009-2010","Delaware",41,2009,1,NA,NA,42.1939865,-74.966728
"76","2009-2010","Dutchess",41,2009,5,NA,NA,41.7550085,-73.7399512
"77","2009-2010","Erie",41,2009,149,NA,NA,42.752759,-78.7781922
"78","2009-2010","Essex",41,2009,4,NA,NA,44.1089711,-73.7775726
"79","2009-2010","Franklin",41,2009,3,NA,NA,44.5943743,-74.3106698
"80","2009-2010","Fulton",41,2009,0,NA,NA,43.1156093,-74.4236782
"81","2009-2010","Genesee",41,2009,3,NA,NA,43.0009096,-78.1927784
"82","2009-2010","Greene",41,2009,3,NA,NA,42.2869511,-74.1494949
"83","2009-2010","Hamilton",41,2009,0,NA,NA,43.6578786,-74.5024556
"84","2009-2010","Herkimer",41,2009,23,NA,NA,43.1631,-74.8741
"85","2009-2010","Jefferson",41,2009,2,NA,NA,44.0607,-75.9928
"86","2009-2010","Kings",41,2009,16,NA,NA,40.6782,-73.9442
"87","2009-2010","Lewis",41,2009,7,NA,NA,43.7863965,-75.4426165
"88","2009-2010","Livingston",41,2009,4,NA,NA,42.7274845,-77.7697795
"89","2009-2010","Madison",41,2009,4,NA,NA,42.9100255,-75.6635749
"90","2009-2010","Monroe",41,2009,29,NA,NA,43.174966,-77.639663
"91","2009-2010","Montgomery",41,2009,1,NA,NA,42.9008912,-74.4353575
"92","2009-2010","Nassau",41,2009,36,NA,NA,40.7506561,-73.582905
"93","2009-2010","New york",41,2009,20,NA,NA,40.7831,-73.9712
"94","2009-2010","Niagara",41,2009,8,NA,NA,43.203001,-78.71083
"95","2009-2010","Oneida",41,2009,80,NA,NA,43.2427273,-75.4342824
"96","2009-2010","Onondaga",41,2009,14,NA,NA,43.0065299,-76.1961167
"97","2009-2010","Ontario",41,2009,4,NA,NA,42.8566949,-77.3032768
"98","2009-2010","Orange",41,2009,2,NA,NA,41.4024096,-74.3062522
"99","2009-2010","Orleans",41,2009,0,NA,NA,43.209007,-78.254897
"100","2009-2010","Oswego",41,2009,17,NA,NA,43.4614428,-76.209258
"101","2009-2010","Otsego",41,2009,0,NA,NA,42.6297762,-75.028841
"102","2009-2010","Putnam",41,2009,4,NA,NA,41.4351,-73.7949
"103","2009-2010","Queens",41,2009,15,NA,NA,40.7282,-73.7949
"104","2009-2010","Rensselaer",41,2009,8,NA,NA,42.7104206,-73.5138454
"105","2009-2010","Richmond",41,2009,2,NA,NA,40.5795,-74.1502
"106","2009-2010","Rockland",41,2009,2,NA,NA,41.1547851,-74.0247721
"107","2009-2010","Saratoga",41,2009,8,NA,NA,43.1061353,-73.8553872
"108","2009-2010","Schenectady",41,2009,12,NA,NA,42.8175421,-74.0435834
"109","2009-2010","Schoharie",41,2009,0,NA,NA,42.591294,-74.4381718
"110","2009-2010","Schuyler",41,2009,0,NA,NA,42.419776,-76.9386038
"111","2009-2010","Seneca",41,2009,1,NA,NA,42.7652,-76.8721
"112","2009-2010","St lawrence",41,2009,1,NA,NA,44.4881125,-75.074311
"113","2009-2010","Steuben",41,2009,28,NA,NA,42.2667252,-77.3855253
"114","2009-2010","Suffolk",41,2009,28,NA,NA,40.943554,-72.6922184
"115","2009-2010","Sullivan",41,2009,0,NA,NA,41.7201763,-74.7646796
"116","2009-2010","Tioga",41,2009,0,NA,NA,42.1256,-76.3637
"117","2009-2010","Tompkins",41,2009,5,NA,NA,42.4532811,-76.4737116
"118","2009-2010","Ulster",41,2009,10,NA,NA,41.9472321,-74.265447
"119","2009-2010","Warren",41,2009,6,NA,NA,43.5551053,-73.8381388
"120","2009-2010","Washington",41,2009,2,NA,NA,43.3123766,-73.4394282
"121","2009-2010","Wayne",41,2009,4,NA,NA,43.202,-77.0104
"122","2009-2010","Westchester",41,2009,7,NA,NA,41.1527698,-73.745912
"123","2009-2010","Wyoming",41,2009,0,NA,NA,42.7013627,-78.2285667
"124","2009-2010","Yates",41,2009,0,NA,NA,42.6431,-77.1485
"125","2009-2010","Albany",42,2009,27,NA,NA,42.5882713,-73.9740136
"126","2009-2010","Allegany",42,2009,26,NA,NA,42.2478938,-78.0261758
"127","2009-2010","Bronx",42,2009,18,NA,NA,40.8448,-73.8648
"128","2009-2010","Broome",42,2009,94,NA,NA,42.1619773,-75.830291
"129","2009-2010","Cattaraugus",42,2009,17,NA,NA,42.2448527,-78.6810055
"130","2009-2010","Cayuga",42,2009,15,NA,NA,43.0085456,-76.5745866
"131","2009-2010","Chautauqua",42,2009,50,NA,NA,42.3042159,-79.4075949
"132","2009-2010","Chemung",42,2009,16,NA,NA,42.1552807,-76.7471788
"133","2009-2010","Chenango",42,2009,3,NA,NA,42.489732,-75.6049051
"134","2009-2010","Clinton",42,2009,14,NA,NA,44.7527103,-73.7056478
"135","2009-2010","Columbia",42,2009,5,NA,NA,42.2477286,-73.6268046
"136","2009-2010","Cortland",42,2009,0,NA,NA,42.5938237,-76.0762647
"137","2009-2010","Delaware",42,2009,10,NA,NA,42.1939865,-74.966728
"138","2009-2010","Dutchess",42,2009,30,NA,NA,41.7550085,-73.7399512
"139","2009-2010","Erie",42,2009,336,NA,NA,42.752759,-78.7781922
"140","2009-2010","Essex",42,2009,9,NA,NA,44.1089711,-73.7775726
"141","2009-2010","Franklin",42,2009,6,NA,NA,44.5943743,-74.3106698
"142","2009-2010","Fulton",42,2009,4,NA,NA,43.1156093,-74.4236782
"143","2009-2010","Genesee",42,2009,19,NA,NA,43.0009096,-78.1927784
"144","2009-2010","Greene",42,2009,0,NA,NA,42.2869511,-74.1494949
"145","2009-2010","Hamilton",42,2009,1,NA,NA,43.6578786,-74.5024556
"146","2009-2010","Herkimer",42,2009,25,NA,NA,43.1631,-74.8741
"147","2009-2010","Jefferson",42,2009,9,NA,NA,44.0607,-75.9928
"148","2009-2010","Kings",42,2009,24,NA,NA,40.6782,-73.9442
"149","2009-2010","Lewis",42,2009,10,NA,NA,43.7863965,-75.4426165
"150","2009-2010","Livingston",42,2009,18,NA,NA,42.7274845,-77.7697795
"151","2009-2010","Madison",42,2009,24,NA,NA,42.9100255,-75.6635749
"152","2009-2010","Monroe",42,2009,114,NA,NA,43.174966,-77.639663
"153","2009-2010","Montgomery",42,2009,12,NA,NA,42.9008912,-74.4353575
"154","2009-2010","Nassau",42,2009,94,NA,NA,40.7506561,-73.582905
"155","2009-2010","New york",42,2009,47,NA,NA,40.7831,-73.9712
"156","2009-2010","Niagara",42,2009,54,NA,NA,43.203001,-78.71083
"157","2009-2010","Oneida",42,2009,224,NA,NA,43.2427273,-75.4342824
"158","2009-2010","Onondaga",42,2009,57,NA,NA,43.0065299,-76.1961167
"159","2009-2010","Ontario",42,2009,12,NA,NA,42.8566949,-77.3032768
"160","2009-2010","Orange",42,2009,8,NA,NA,41.4024096,-74.3062522
"161","2009-2010","Orleans",42,2009,0,NA,NA,43.209007,-78.254897
"162","2009-2010","Oswego",42,2009,39,NA,NA,43.4614428,-76.209258
"163","2009-2010","Otsego",42,2009,14,NA,NA,42.6297762,-75.028841
"164","2009-2010","Putnam",42,2009,9,NA,NA,41.4351,-73.7949
"165","2009-2010","Queens",42,2009,28,NA,NA,40.7282,-73.7949
"166","2009-2010","Rensselaer",42,2009,36,NA,NA,42.7104206,-73.5138454
"167","2009-2010","Richmond",42,2009,7,NA,NA,40.5795,-74.1502
"168","2009-2010","Rockland",42,2009,2,NA,NA,41.1547851,-74.0247721
"169","2009-2010","Saratoga",42,2009,37,NA,NA,43.1061353,-73.8553872
"170","2009-2010","Schenectady",42,2009,18,NA,NA,42.8175421,-74.0435834
"171","2009-2010","Schoharie",42,2009,2,NA,NA,42.591294,-74.4381718
"172","2009-2010","Schuyler",42,2009,2,NA,NA,42.419776,-76.9386038
"173","2009-2010","Seneca",42,2009,2,NA,NA,42.7652,-76.8721
"174","2009-2010","St lawrence",42,2009,13,NA,NA,44.4881125,-75.074311
"175","2009-2010","Steuben",42,2009,85,NA,NA,42.2667252,-77.3855253
"176","2009-2010","Suffolk",42,2009,71,NA,NA,40.943554,-72.6922184
"177","2009-2010","Sullivan",42,2009,0,NA,NA,41.7201763,-74.7646796
"178","2009-2010","Tioga",42,2009,3,NA,NA,42.1256,-76.3637
"179","2009-2010","Tompkins",42,2009,6,NA,NA,42.4532811,-76.4737116
"180","2009-2010","Ulster",42,2009,34,NA,NA,41.9472321,-74.265447
"181","2009-2010","Warren",42,2009,19,NA,NA,43.5551053,-73.8381388
"182","2009-2010","Washington",42,2009,5,NA,NA,43.3123766,-73.4394282
"183","2009-2010","Wayne",42,2009,20,NA,NA,43.202,-77.0104
"184","2009-2010","Westchester",42,2009,22,NA,NA,41.1527698,-73.745912
"185","2009-2010","Wyoming",42,2009,9,NA,NA,42.7013627,-78.2285667
"186","2009-2010","Yates",42,2009,2,NA,NA,42.6431,-77.1485
"187","2009-2010","Albany",43,2009,87,NA,NA,42.5882713,-73.9740136
"188","2009-2010","Allegany",43,2009,82,NA,NA,42.2478938,-78.0261758
"189","2009-2010","Bronx",43,2009,36,NA,NA,40.8448,-73.8648
"190","2009-2010","Broome",43,2009,190,NA,NA,42.1619773,-75.830291
"191","2009-2010","Cattaraugus",43,2009,55,NA,NA,42.2448527,-78.6810055
"192","2009-2010","Cayuga",43,2009,12,NA,NA,43.0085456,-76.5745866
"193","2009-2010","Chautauqua",43,2009,91,NA,NA,42.3042159,-79.4075949
"194","2009-2010","Chemung",43,2009,47,NA,NA,42.1552807,-76.7471788
"195","2009-2010","Chenango",43,2009,17,NA,NA,42.489732,-75.6049051
"196","2009-2010","Clinton",43,2009,22,NA,NA,44.7527103,-73.7056478
"197","2009-2010","Columbia",43,2009,14,NA,NA,42.2477286,-73.6268046
"198","2009-2010","Cortland",43,2009,2,NA,NA,42.5938237,-76.0762647
"199","2009-2010","Delaware",43,2009,27,NA,NA,42.1939865,-74.966728
"200","2009-2010","Dutchess",43,2009,63,NA,NA,41.7550085,-73.7399512
"201","2009-2010","Erie",43,2009,365,NA,NA,42.752759,-78.7781922
"202","2009-2010","Essex",43,2009,15,NA,NA,44.1089711,-73.7775726
"203","2009-2010","Franklin",43,2009,12,NA,NA,44.5943743,-74.3106698
"204","2009-2010","Fulton",43,2009,11,NA,NA,43.1156093,-74.4236782
"205","2009-2010","Genesee",43,2009,30,NA,NA,43.0009096,-78.1927784
"206","2009-2010","Greene",43,2009,20,NA,NA,42.2869511,-74.1494949
"207","2009-2010","Hamilton",43,2009,0,NA,NA,43.6578786,-74.5024556
"208","2009-2010","Herkimer",43,2009,44,NA,NA,43.1631,-74.8741
"209","2009-2010","Jefferson",43,2009,21,NA,NA,44.0607,-75.9928
"210","2009-2010","Kings",43,2009,47,NA,NA,40.6782,-73.9442
"211","2009-2010","Lewis",43,2009,8,NA,NA,43.7863965,-75.4426165
"212","2009-2010","Livingston",43,2009,67,NA,NA,42.7274845,-77.7697795
"213","2009-2010","Madison",43,2009,34,NA,NA,42.9100255,-75.6635749
"214","2009-2010","Monroe",43,2009,318,NA,NA,43.174966,-77.639663
"215","2009-2010","Montgomery",43,2009,13,NA,NA,42.9008912,-74.4353575
"216","2009-2010","Nassau",43,2009,182,NA,NA,40.7506561,-73.582905
"217","2009-2010","New york",43,2009,66,NA,NA,40.7831,-73.9712
"218","2009-2010","Niagara",43,2009,44,NA,NA,43.203001,-78.71083
"219","2009-2010","Oneida",43,2009,211,NA,NA,43.2427273,-75.4342824
"220","2009-2010","Onondaga",43,2009,92,NA,NA,43.0065299,-76.1961167
"221","2009-2010","Ontario",43,2009,40,NA,NA,42.8566949,-77.3032768
"222","2009-2010","Orange",43,2009,18,NA,NA,41.4024096,-74.3062522
"223","2009-2010","Orleans",43,2009,16,NA,NA,43.209007,-78.254897
"224","2009-2010","Oswego",43,2009,125,NA,NA,43.4614428,-76.209258
"225","2009-2010","Otsego",43,2009,19,NA,NA,42.6297762,-75.028841
"226","2009-2010","Putnam",43,2009,16,NA,NA,41.4351,-73.7949
"227","2009-2010","Queens",43,2009,53,NA,NA,40.7282,-73.7949
"228","2009-2010","Rensselaer",43,2009,71,NA,NA,42.7104206,-73.5138454
"229","2009-2010","Richmond",43,2009,20,NA,NA,40.5795,-74.1502
"230","2009-2010","Rockland",43,2009,6,NA,NA,41.1547851,-74.0247721
"231","2009-2010","Saratoga",43,2009,47,NA,NA,43.1061353,-73.8553872
"232","2009-2010","Schenectady",43,2009,34,NA,NA,42.8175421,-74.0435834
"233","2009-2010","Schoharie",43,2009,16,NA,NA,42.591294,-74.4381718
"234","2009-2010","Schuyler",43,2009,3,NA,NA,42.419776,-76.9386038
"235","2009-2010","Seneca",43,2009,10,NA,NA,42.7652,-76.8721
"236","2009-2010","St lawrence",43,2009,37,NA,NA,44.4881125,-75.074311
"237","2009-2010","Steuben",43,2009,74,NA,NA,42.2667252,-77.3855253
"238","2009-2010","Suffolk",43,2009,193,NA,NA,40.943554,-72.6922184
"239","2009-2010","Sullivan",43,2009,6,NA,NA,41.7201763,-74.7646796
"240","2009-2010","Tioga",43,2009,29,NA,NA,42.1256,-76.3637
"241","2009-2010","Tompkins",43,2009,8,NA,NA,42.4532811,-76.4737116
"242","2009-2010","Ulster",43,2009,57,NA,NA,41.9472321,-74.265447
"243","2009-2010","Warren",43,2009,29,NA,NA,43.5551053,-73.8381388
"244","2009-2010","Washington",43,2009,14,NA,NA,43.3123766,-73.4394282
"245","2009-2010","Wayne",43,2009,90,NA,NA,43.202,-77.0104
"246","2009-2010","Westchester",43,2009,74,NA,NA,41.1527698,-73.745912
"247","2009-2010","Wyoming",43,2009,15,NA,NA,42.7013627,-78.2285667
"248","2009-2010","Yates",43,2009,14,NA,NA,42.6431,-77.1485
"249","2009-2010","Albany",44,2009,77,NA,NA,42.5882713,-73.9740136
"250","2009-2010","Allegany",44,2009,38,NA,NA,42.2478938,-78.0261758
"251","2009-2010","Bronx",44,2009,75,NA,NA,40.8448,-73.8648
"252","2009-2010","Broome",44,2009,131,NA,NA,42.1619773,-75.830291
"253","2009-2010","Cattaraugus",44,2009,32,NA,NA,42.2448527,-78.6810055
"254","2009-2010","Cayuga",44,2009,13,NA,NA,43.0085456,-76.5745866
"255","2009-2010","Chautauqua",44,2009,91,NA,NA,42.3042159,-79.4075949
"256","2009-2010","Chemung",44,2009,29,NA,NA,42.1552807,-76.7471788
"257","2009-2010","Chenango",44,2009,13,NA,NA,42.489732,-75.6049051
"258","2009-2010","Clinton",44,2009,25,NA,NA,44.7527103,-73.7056478
"259","2009-2010","Columbia",44,2009,18,NA,NA,42.2477286,-73.6268046
"260","2009-2010","Cortland",44,2009,2,NA,NA,42.5938237,-76.0762647
"261","2009-2010","Delaware",44,2009,20,NA,NA,42.1939865,-74.966728
"262","2009-2010","Dutchess",44,2009,96,NA,NA,41.7550085,-73.7399512
"263","2009-2010","Erie",44,2009,227,NA,NA,42.752759,-78.7781922
"264","2009-2010","Essex",44,2009,2,NA,NA,44.1089711,-73.7775726
"265","2009-2010","Franklin",44,2009,53,NA,NA,44.5943743,-74.3106698
"266","2009-2010","Fulton",44,2009,5,NA,NA,43.1156093,-74.4236782
"267","2009-2010","Genesee",44,2009,18,NA,NA,43.0009096,-78.1927784
"268","2009-2010","Greene",44,2009,10,NA,NA,42.2869511,-74.1494949
"269","2009-2010","Hamilton",44,2009,2,NA,NA,43.6578786,-74.5024556
"270","2009-2010","Herkimer",44,2009,19,NA,NA,43.1631,-74.8741
"271","2009-2010","Jefferson",44,2009,8,NA,NA,44.0607,-75.9928
"272","2009-2010","Kings",44,2009,45,NA,NA,40.6782,-73.9442
"273","2009-2010","Lewis",44,2009,7,NA,NA,43.7863965,-75.4426165
"274","2009-2010","Livingston",44,2009,47,NA,NA,42.7274845,-77.7697795
"275","2009-2010","Madison",44,2009,25,NA,NA,42.9100255,-75.6635749
"276","2009-2010","Monroe",44,2009,369,NA,NA,43.174966,-77.639663
"277","2009-2010","Montgomery",44,2009,10,NA,NA,42.9008912,-74.4353575
"278","2009-2010","Nassau",44,2009,322,NA,NA,40.7506561,-73.582905
"279","2009-2010","New york",44,2009,67,NA,NA,40.7831,-73.9712
"280","2009-2010","Niagara",44,2009,46,NA,NA,43.203001,-78.71083
"281","2009-2010","Oneida",44,2009,157,NA,NA,43.2427273,-75.4342824
"282","2009-2010","Onondaga",44,2009,99,NA,NA,43.0065299,-76.1961167
"283","2009-2010","Ontario",44,2009,61,NA,NA,42.8566949,-77.3032768
"284","2009-2010","Orange",44,2009,36,NA,NA,41.4024096,-74.3062522
"285","2009-2010","Orleans",44,2009,16,NA,NA,43.209007,-78.254897
"286","2009-2010","Oswego",44,2009,81,NA,NA,43.4614428,-76.209258
"287","2009-2010","Otsego",44,2009,13,NA,NA,42.6297762,-75.028841
"288","2009-2010","Putnam",44,2009,43,NA,NA,41.4351,-73.7949
"289","2009-2010","Queens",44,2009,92,NA,NA,40.7282,-73.7949
"290","2009-2010","Rensselaer",44,2009,56,NA,NA,42.7104206,-73.5138454
"291","2009-2010","Richmond",44,2009,46,NA,NA,40.5795,-74.1502
"292","2009-2010","Rockland",44,2009,8,NA,NA,41.1547851,-74.0247721
"293","2009-2010","Saratoga",44,2009,33,NA,NA,43.1061353,-73.8553872
"294","2009-2010","Schenectady",44,2009,26,NA,NA,42.8175421,-74.0435834
"295","2009-2010","Schoharie",44,2009,7,NA,NA,42.591294,-74.4381718
"296","2009-2010","Schuyler",44,2009,2,NA,NA,42.419776,-76.9386038
"297","2009-2010","Seneca",44,2009,10,NA,NA,42.7652,-76.8721
"298","2009-2010","St lawrence",44,2009,50,NA,NA,44.4881125,-75.074311
"299","2009-2010","Steuben",44,2009,38,NA,NA,42.2667252,-77.3855253
"300","2009-2010","Suffolk",44,2009,374,NA,NA,40.943554,-72.6922184
"301","2009-2010","Sullivan",44,2009,19,NA,NA,41.7201763,-74.7646796
"302","2009-2010","Tioga",44,2009,10,NA,NA,42.1256,-76.3637
"303","2009-2010","Tompkins",44,2009,13,NA,NA,42.4532811,-76.4737116
"304","2009-2010","Ulster",44,2009,60,NA,NA,41.9472321,-74.265447
"305","2009-2010","Warren",44,2009,3,NA,NA,43.5551053,-73.8381388
"306","2009-2010","Washington",44,2009,2,NA,NA,43.3123766,-73.4394282
"307","2009-2010","Wayne",44,2009,56,NA,NA,43.202,-77.0104
"308","2009-2010","Westchester",44,2009,82,NA,NA,41.1527698,-73.745912
"309","2009-2010","Wyoming",44,2009,13,NA,NA,42.7013627,-78.2285667
"310","2009-2010","Yates",44,2009,7,NA,NA,42.6431,-77.1485
"311","2009-2010","Albany",45,2009,61,NA,NA,42.5882713,-73.9740136
"312","2009-2010","Allegany",45,2009,59,NA,NA,42.2478938,-78.0261758
"313","2009-2010","Bronx",45,2009,121,NA,NA,40.8448,-73.8648
"314","2009-2010","Broome",45,2009,117,NA,NA,42.1619773,-75.830291
"315","2009-2010","Cattaraugus",45,2009,41,NA,NA,42.2448527,-78.6810055
"316","2009-2010","Cayuga",45,2009,12,NA,NA,43.0085456,-76.5745866
"317","2009-2010","Chautauqua",45,2009,53,NA,NA,42.3042159,-79.4075949
"318","2009-2010","Chemung",45,2009,16,NA,NA,42.1552807,-76.7471788
"319","2009-2010","Chenango",45,2009,31,NA,NA,42.489732,-75.6049051
"320","2009-2010","Clinton",45,2009,5,NA,NA,44.7527103,-73.7056478
"321","2009-2010","Columbia",45,2009,17,NA,NA,42.2477286,-73.6268046
"322","2009-2010","Cortland",45,2009,2,NA,NA,42.5938237,-76.0762647
"323","2009-2010","Delaware",45,2009,22,NA,NA,42.1939865,-74.966728
"324","2009-2010","Dutchess",45,2009,119,NA,NA,41.7550085,-73.7399512
"325","2009-2010","Erie",45,2009,176,NA,NA,42.752759,-78.7781922
"326","2009-2010","Essex",45,2009,2,NA,NA,44.1089711,-73.7775726
"327","2009-2010","Franklin",45,2009,26,NA,NA,44.5943743,-74.3106698
"328","2009-2010","Fulton",45,2009,10,NA,NA,43.1156093,-74.4236782
"329","2009-2010","Genesee",45,2009,14,NA,NA,43.0009096,-78.1927784
"330","2009-2010","Greene",45,2009,10,NA,NA,42.2869511,-74.1494949
"331","2009-2010","Hamilton",45,2009,0,NA,NA,43.6578786,-74.5024556
"332","2009-2010","Herkimer",45,2009,17,NA,NA,43.1631,-74.8741
"333","2009-2010","Jefferson",45,2009,12,NA,NA,44.0607,-75.9928
"334","2009-2010","Kings",45,2009,116,NA,NA,40.6782,-73.9442
"335","2009-2010","Lewis",45,2009,9,NA,NA,43.7863965,-75.4426165
"336","2009-2010","Livingston",45,2009,24,NA,NA,42.7274845,-77.7697795
"337","2009-2010","Madison",45,2009,17,NA,NA,42.9100255,-75.6635749
"338","2009-2010","Monroe",45,2009,436,NA,NA,43.174966,-77.639663
"339","2009-2010","Montgomery",45,2009,4,NA,NA,42.9008912,-74.4353575
"340","2009-2010","Nassau",45,2009,572,NA,NA,40.7506561,-73.582905
"341","2009-2010","New york",45,2009,180,NA,NA,40.7831,-73.9712
"342","2009-2010","Niagara",45,2009,20,NA,NA,43.203001,-78.71083
"343","2009-2010","Oneida",45,2009,114,NA,NA,43.2427273,-75.4342824
"344","2009-2010","Onondaga",45,2009,91,NA,NA,43.0065299,-76.1961167
"345","2009-2010","Ontario",45,2009,57,NA,NA,42.8566949,-77.3032768
"346","2009-2010","Orange",45,2009,54,NA,NA,41.4024096,-74.3062522
"347","2009-2010","Orleans",45,2009,10,NA,NA,43.209007,-78.254897
"348","2009-2010","Oswego",45,2009,77,NA,NA,43.4614428,-76.209258
"349","2009-2010","Otsego",45,2009,18,NA,NA,42.6297762,-75.028841
"350","2009-2010","Putnam",45,2009,126,NA,NA,41.4351,-73.7949
"351","2009-2010","Queens",45,2009,201,NA,NA,40.7282,-73.7949
"352","2009-2010","Rensselaer",45,2009,30,NA,NA,42.7104206,-73.5138454
"353","2009-2010","Richmond",45,2009,77,NA,NA,40.5795,-74.1502
"354","2009-2010","Rockland",45,2009,28,NA,NA,41.1547851,-74.0247721
