"","Season","County","Week","Year","Incidents","Predicted","Error","Latitude","Longitude"
"355","2009-2010","Saratoga",45,2009,20,NA,NA,43.1061353,-73.8553872
"356","2009-2010","Schenectady",45,2009,31,NA,NA,42.8175421,-74.0435834
"357","2009-2010","Schoharie",45,2009,3,NA,NA,42.591294,-74.4381718
"358","2009-2010","Schuyler",45,2009,1,NA,NA,42.419776,-76.9386038
"359","2009-2010","Seneca",45,2009,4,NA,NA,42.7652,-76.8721
"360","2009-2010","St lawrence",45,2009,44,NA,NA,44.4881125,-75.074311
"361","2009-2010","Steuben",45,2009,39,NA,NA,42.2667252,-77.3855253
"362","2009-2010","Suffolk",45,2009,744,NA,NA,40.943554,-72.6922184
"363","2009-2010","Sullivan",45,2009,34,NA,NA,41.7201763,-74.7646796
"364","2009-2010","Tioga",45,2009,9,NA,NA,42.1256,-76.3637
"365","2009-2010","Tompkins",45,2009,8,NA,NA,42.4532811,-76.4737116
"366","2009-2010","Ulster",45,2009,59,NA,NA,41.9472321,-74.265447
"367","2009-2010","Warren",45,2009,11,NA,NA,43.5551053,-73.8381388
"368","2009-2010","Washington",45,2009,6,NA,NA,43.3123766,-73.4394282
"369","2009-2010","Wayne",45,2009,56,NA,NA,43.202,-77.0104
"370","2009-2010","Westchester",45,2009,201,NA,NA,41.1527698,-73.745912
"371","2009-2010","Wyoming",45,2009,6,NA,NA,42.7013627,-78.2285667
"372","2009-2010","Yates",45,2009,4,NA,NA,42.6431,-77.1485
"373","2009-2010","Albany",46,2009,29,NA,NA,42.5882713,-73.9740136
"374","2009-2010","Allegany",46,2009,7,NA,NA,42.2478938,-78.0261758
"375","2009-2010","Bronx",46,2009,113,NA,NA,40.8448,-73.8648
"376","2009-2010","Broome",46,2009,46,NA,NA,42.1619773,-75.830291
"377","2009-2010","Cattaraugus",46,2009,13,NA,NA,42.2448527,-78.6810055
"378","2009-2010","Cayuga",46,2009,9,NA,NA,43.0085456,-76.5745866
"379","2009-2010","Chautauqua",46,2009,24,NA,NA,42.3042159,-79.4075949
"380","2009-2010","Chemung",46,2009,7,NA,NA,42.1552807,-76.7471788
"381","2009-2010","Chenango",46,2009,19,NA,NA,42.489732,-75.6049051
"382","2009-2010","Clinton",46,2009,20,NA,NA,44.7527103,-73.7056478
"383","2009-2010","Columbia",46,2009,8,NA,NA,42.2477286,-73.6268046
"384","2009-2010","Cortland",46,2009,5,NA,NA,42.5938237,-76.0762647
"385","2009-2010","Delaware",46,2009,11,NA,NA,42.1939865,-74.966728
"386","2009-2010","Dutchess",46,2009,80,NA,NA,41.7550085,-73.7399512
"387","2009-2010","Erie",46,2009,89,NA,NA,42.752759,-78.7781922
"388","2009-2010","Essex",46,2009,2,NA,NA,44.1089711,-73.7775726
"389","2009-2010","Franklin",46,2009,11,NA,NA,44.5943743,-74.3106698
"390","2009-2010","Fulton",46,2009,3,NA,NA,43.1156093,-74.4236782
"391","2009-2010","Genesee",46,2009,5,NA,NA,43.0009096,-78.1927784
"392","2009-2010","Greene",46,2009,5,NA,NA,42.2869511,-74.1494949
"393","2009-2010","Hamilton",46,2009,1,NA,NA,43.6578786,-74.5024556
"394","2009-2010","Herkimer",46,2009,5,NA,NA,43.1631,-74.8741
"395","2009-2010","Jefferson",46,2009,7,NA,NA,44.0607,-75.9928
"396","2009-2010","Kings",46,2009,92,NA,NA,40.6782,-73.9442
"397","2009-2010","Lewis",46,2009,1,NA,NA,43.7863965,-75.4426165
"398","2009-2010","Livingston",46,2009,10,NA,NA,42.7274845,-77.7697795
"399","2009-2010","Madison",46,2009,5,NA,NA,42.9100255,-75.6635749
"400","2009-2010","Monroe",46,2009,166,NA,NA,43.174966,-77.639663
"401","2009-2010","Montgomery",46,2009,6,NA,NA,42.9008912,-74.4353575
"402","2009-2010","Nassau",46,2009,434,NA,NA,40.7506561,-73.582905
"403","2009-2010","New york",46,2009,150,NA,NA,40.7831,-73.9712
"404","2009-2010","Niagara",46,2009,6,NA,NA,43.203001,-78.71083
"405","2009-2010","Oneida",46,2009,49,NA,NA,43.2427273,-75.4342824
"406","2009-2010","Onondaga",46,2009,59,NA,NA,43.0065299,-76.1961167
"407","2009-2010","Ontario",46,2009,29,NA,NA,42.8566949,-77.3032768
"408","2009-2010","Orange",46,2009,36,NA,NA,41.4024096,-74.3062522
"409","2009-2010","Orleans",46,2009,7,NA,NA,43.209007,-78.254897
"410","2009-2010","Oswego",46,2009,38,NA,NA,43.4614428,-76.209258
"411","2009-2010","Otsego",46,2009,8,NA,NA,42.6297762,-75.028841
"412","2009-2010","Putnam",46,2009,71,NA,NA,41.4351,-73.7949
"413","2009-2010","Queens",46,2009,217,NA,NA,40.7282,-73.7949
"414","2009-2010","Rensselaer",46,2009,19,NA,NA,42.7104206,-73.5138454
"415","2009-2010","Richmond",46,2009,106,NA,NA,40.5795,-74.1502
"416","2009-2010","Rockland",46,2009,35,NA,NA,41.1547851,-74.0247721
"417","2009-2010","Saratoga",46,2009,19,NA,NA,43.1061353,-73.8553872
"418","2009-2010","Schenectady",46,2009,11,NA,NA,42.8175421,-74.0435834
"419","2009-2010","Schoharie",46,2009,6,NA,NA,42.591294,-74.4381718
"420","2009-2010","Schuyler",46,2009,3,NA,NA,42.419776,-76.9386038
"421","2009-2010","Seneca",46,2009,1,NA,NA,42.7652,-76.8721
"422","2009-2010","St lawrence",46,2009,20,NA,NA,44.4881125,-75.074311
"423","2009-2010","Steuben",46,2009,6,NA,NA,42.2667252,-77.3855253
"424","2009-2010","Suffolk",46,2009,662,NA,NA,40.943554,-72.6922184
"425","2009-2010","Sullivan",46,2009,9,NA,NA,41.7201763,-74.7646796
"426","2009-2010","Tioga",46,2009,5,NA,NA,42.1256,-76.3637
"427","2009-2010","Tompkins",46,2009,10,NA,NA,42.4532811,-76.4737116
"428","2009-2010","Ulster",46,2009,38,NA,NA,41.9472321,-74.265447
"429","2009-2010","Warren",46,2009,7,NA,NA,43.5551053,-73.8381388
"430","2009-2010","Washington",46,2009,2,NA,NA,43.3123766,-73.4394282
"431","2009-2010","Wayne",46,2009,24,NA,NA,43.202,-77.0104
"432","2009-2010","Westchester",46,2009,203,NA,NA,41.1527698,-73.745912
"433","2009-2010","Wyoming",46,2009,1,NA,NA,42.7013627,-78.2285667
"434","2009-2010","Yates",46,2009,3,NA,NA,42.6431,-77.1485
"435","2009-2010","Albany",47,2009,17,NA,NA,42.5882713,-73.9740136
"436","2009-2010","Allegany",47,2009,4,NA,NA,42.2478938,-78.0261758
"437","2009-2010","Bronx",47,2009,89,NA,NA,40.8448,-73.8648
"438","2009-2010","Broome",47,2009,27,NA,NA,42.1619773,-75.830291
"439","2009-2010","Cattaraugus",47,2009,8,NA,NA,42.2448527,-78.6810055
"440","2009-2010","Cayuga",47,2009,4,NA,NA,43.0085456,-76.5745866
"441","2009-2010","Chautauqua",47,2009,12,NA,NA,42.3042159,-79.4075949
"442","2009-2010","Chemung",47,2009,4,NA,NA,42.1552807,-76.7471788
"443","2009-2010","Chenango",47,2009,11,NA,NA,42.489732,-75.6049051
"444","2009-2010","Clinton",47,2009,9,NA,NA,44.7527103,-73.7056478
"445","2009-2010","Columbia",47,2009,4,NA,NA,42.2477286,-73.6268046
"446","2009-2010","Cortland",47,2009,0,NA,NA,42.5938237,-76.0762647
"447","2009-2010","Delaware",47,2009,4,NA,NA,42.1939865,-74.966728
"448","2009-2010","Dutchess",47,2009,38,NA,NA,41.7550085,-73.7399512
"449","2009-2010","Erie",47,2009,31,NA,NA,42.752759,-78.7781922
"450","2009-2010","Essex",47,2009,3,NA,NA,44.1089711,-73.7775726
"451","2009-2010","Franklin",47,2009,7,NA,NA,44.5943743,-74.3106698
"452","2009-2010","Fulton",47,2009,1,NA,NA,43.1156093,-74.4236782
"453","2009-2010","Genesee",47,2009,1,NA,NA,43.0009096,-78.1927784
"454","2009-2010","Greene",47,2009,5,NA,NA,42.2869511,-74.1494949
"455","2009-2010","Hamilton",47,2009,1,NA,NA,43.6578786,-74.5024556
"456","2009-2010","Herkimer",47,2009,3,NA,NA,43.1631,-74.8741
"457","2009-2010","Jefferson",47,2009,2,NA,NA,44.0607,-75.9928
"458","2009-2010","Kings",47,2009,105,NA,NA,40.6782,-73.9442
"459","2009-2010","Lewis",47,2009,0,NA,NA,43.7863965,-75.4426165
"460","2009-2010","Livingston",47,2009,2,NA,NA,42.7274845,-77.7697795
"461","2009-2010","Madison",47,2009,0,NA,NA,42.9100255,-75.6635749
"462","2009-2010","Monroe",47,2009,115,NA,NA,43.174966,-77.639663
"463","2009-2010","Montgomery",47,2009,1,NA,NA,42.9008912,-74.4353575
"464","2009-2010","Nassau",47,2009,392,NA,NA,40.7506561,-73.582905
"465","2009-2010","New york",47,2009,114,NA,NA,40.7831,-73.9712
"466","2009-2010","Niagara",47,2009,4,NA,NA,43.203001,-78.71083
"467","2009-2010","Oneida",47,2009,9,NA,NA,43.2427273,-75.4342824
"468","2009-2010","Onondaga",47,2009,33,NA,NA,43.0065299,-76.1961167
"469","2009-2010","Ontario",47,2009,8,NA,NA,42.8566949,-77.3032768
"470","2009-2010","Orange",47,2009,26,NA,NA,41.4024096,-74.3062522
"471","2009-2010","Orleans",47,2009,7,NA,NA,43.209007,-78.254897
"472","2009-2010","Oswego",47,2009,19,NA,NA,43.4614428,-76.209258
"473","2009-2010","Otsego",47,2009,3,NA,NA,42.6297762,-75.028841
"474","2009-2010","Putnam",47,2009,24,NA,NA,41.4351,-73.7949
"475","2009-2010","Queens",47,2009,194,NA,NA,40.7282,-73.7949
"476","2009-2010","Rensselaer",47,2009,4,NA,NA,42.7104206,-73.5138454
"477","2009-2010","Richmond",47,2009,54,NA,NA,40.5795,-74.1502
"478","2009-2010","Rockland",47,2009,18,NA,NA,41.1547851,-74.0247721
"479","2009-2010","Saratoga",47,2009,4,NA,NA,43.1061353,-73.8553872
"480","2009-2010","Schenectady",47,2009,7,NA,NA,42.8175421,-74.0435834
"481","2009-2010","Schoharie",47,2009,1,NA,NA,42.591294,-74.4381718
"482","2009-2010","Schuyler",47,2009,0,NA,NA,42.419776,-76.9386038
"483","2009-2010","Seneca",47,2009,2,NA,NA,42.7652,-76.8721
"484","2009-2010","St lawrence",47,2009,1,NA,NA,44.4881125,-75.074311
"485","2009-2010","Steuben",47,2009,3,NA,NA,42.2667252,-77.3855253
"486","2009-2010","Suffolk",47,2009,463,NA,NA,40.943554,-72.6922184
"487","2009-2010","Sullivan",47,2009,5,NA,NA,41.7201763,-74.7646796
"488","2009-2010","Tioga",47,2009,1,NA,NA,42.1256,-76.3637
"489","2009-2010","Tompkins",47,2009,3,NA,NA,42.4532811,-76.4737116
"490","2009-2010","Ulster",47,2009,17,NA,NA,41.9472321,-74.265447
"491","2009-2010","Warren",47,2009,1,NA,NA,43.5551053,-73.8381388
"492","2009-2010","Washington",47,2009,1,NA,NA,43.3123766,-73.4394282
"493","2009-2010","Wayne",47,2009,10,NA,NA,43.202,-77.0104
"494","2009-2010","Westchester",47,2009,157,NA,NA,41.1527698,-73.745912
"495","2009-2010","Wyoming",47,2009,2,NA,NA,42.7013627,-78.2285667
"496","2009-2010","Yates",47,2009,0,NA,NA,42.6431,-77.1485
"497","2009-2010","Albany",48,2009,8,NA,NA,42.5882713,-73.9740136
"498","2009-2010","Allegany",48,2009,2,NA,NA,42.2478938,-78.0261758
"499","2009-2010","Bronx",48,2009,93,NA,NA,40.8448,-73.8648
"500","2009-2010","Broome",48,2009,7,NA,NA,42.1619773,-75.830291
"501","2009-2010","Cattaraugus",48,2009,2,NA,NA,42.2448527,-78.6810055
"502","2009-2010","Cayuga",48,2009,4,NA,NA,43.0085456,-76.5745866
"503","2009-2010","Chautauqua",48,2009,1,NA,NA,42.3042159,-79.4075949
"504","2009-2010","Chemung",48,2009,2,NA,NA,42.1552807,-76.7471788
"505","2009-2010","Chenango",48,2009,3,NA,NA,42.489732,-75.6049051
"506","2009-2010","Clinton",48,2009,3,NA,NA,44.7527103,-73.7056478
"507","2009-2010","Columbia",48,2009,1,NA,NA,42.2477286,-73.6268046
"508","2009-2010","Cortland",48,2009,2,NA,NA,42.5938237,-76.0762647
"509","2009-2010","Delaware",48,2009,1,NA,NA,42.1939865,-74.966728
"510","2009-2010","Dutchess",48,2009,20,NA,NA,41.7550085,-73.7399512
"511","2009-2010","Erie",48,2009,18,NA,NA,42.752759,-78.7781922
"512","2009-2010","Essex",48,2009,1,NA,NA,44.1089711,-73.7775726
"513","2009-2010","Franklin",48,2009,2,NA,NA,44.5943743,-74.3106698
"514","2009-2010","Fulton",48,2009,0,NA,NA,43.1156093,-74.4236782
"515","2009-2010","Genesee",48,2009,2,NA,NA,43.0009096,-78.1927784
"516","2009-2010","Greene",48,2009,1,NA,NA,42.2869511,-74.1494949
"517","2009-2010","Hamilton",48,2009,0,NA,NA,43.6578786,-74.5024556
"518","2009-2010","Herkimer",48,2009,1,NA,NA,43.1631,-74.8741
"519","2009-2010","Jefferson",48,2009,3,NA,NA,44.0607,-75.9928
"520","2009-2010","Kings",48,2009,72,NA,NA,40.6782,-73.9442
"521","2009-2010","Lewis",48,2009,0,NA,NA,43.7863965,-75.4426165
"522","2009-2010","Livingston",48,2009,1,NA,NA,42.7274845,-77.7697795
"523","2009-2010","Madison",48,2009,4,NA,NA,42.9100255,-75.6635749
"524","2009-2010","Monroe",48,2009,36,NA,NA,43.174966,-77.639663
"525","2009-2010","Montgomery",48,2009,1,NA,NA,42.9008912,-74.4353575
"526","2009-2010","Nassau",48,2009,230,NA,NA,40.7506561,-73.582905
"527","2009-2010","New york",48,2009,89,NA,NA,40.7831,-73.9712
"528","2009-2010","Niagara",48,2009,0,NA,NA,43.203001,-78.71083
"529","2009-2010","Oneida",48,2009,8,NA,NA,43.2427273,-75.4342824
"530","2009-2010","Onondaga",48,2009,24,NA,NA,43.0065299,-76.1961167
"531","2009-2010","Ontario",48,2009,6,NA,NA,42.8566949,-77.3032768
"532","2009-2010","Orange",48,2009,10,NA,NA,41.4024096,-74.3062522
"533","2009-2010","Orleans",48,2009,1,NA,NA,43.209007,-78.254897
"534","2009-2010","Oswego",48,2009,2,NA,NA,43.4614428,-76.209258
"535","2009-2010","Otsego",48,2009,2,NA,NA,42.6297762,-75.028841
"536","2009-2010","Putnam",48,2009,10,NA,NA,41.4351,-73.7949
"537","2009-2010","Queens",48,2009,101,NA,NA,40.7282,-73.7949
"538","2009-2010","Rensselaer",48,2009,4,NA,NA,42.7104206,-73.5138454
"539","2009-2010","Richmond",48,2009,45,NA,NA,40.5795,-74.1502
"540","2009-2010","Rockland",48,2009,21,NA,NA,41.1547851,-74.0247721
"541","2009-2010","Saratoga",48,2009,1,NA,NA,43.1061353,-73.8553872
"542","2009-2010","Schenectady",48,2009,4,NA,NA,42.8175421,-74.0435834
"543","2009-2010","Schoharie",48,2009,1,NA,NA,42.591294,-74.4381718
"544","2009-2010","Schuyler",48,2009,0,NA,NA,42.419776,-76.9386038
"545","2009-2010","Seneca",48,2009,0,NA,NA,42.7652,-76.8721
"546","2009-2010","St lawrence",48,2009,5,NA,NA,44.4881125,-75.074311
"547","2009-2010","Steuben",48,2009,2,NA,NA,42.2667252,-77.3855253
"548","2009-2010","Suffolk",48,2009,246,NA,NA,40.943554,-72.6922184
"549","2009-2010","Sullivan",48,2009,2,NA,NA,41.7201763,-74.7646796
"550","2009-2010","Tioga",48,2009,0,NA,NA,42.1256,-76.3637
"551","2009-2010","Tompkins",48,2009,1,NA,NA,42.4532811,-76.4737116
"552","2009-2010","Ulster",48,2009,9,NA,NA,41.9472321,-74.265447
"553","2009-2010","Warren",48,2009,0,NA,NA,43.5551053,-73.8381388
"554","2009-2010","Washington",48,2009,0,NA,NA,43.3123766,-73.4394282
"555","2009-2010","Wayne",48,2009,4,NA,NA,43.202,-77.0104
"556","2009-2010","Westchester",48,2009,82,NA,NA,41.1527698,-73.745912
"557","2009-2010","Wyoming",48,2009,2,NA,NA,42.7013627,-78.2285667
"558","2009-2010","Yates",48,2009,1,NA,NA,42.6431,-77.1485
"559","2009-2010","Albany",49,2009,5,NA,NA,42.5882713,-73.9740136
"560","2009-2010","Allegany",49,2009,1,NA,NA,42.2478938,-78.0261758
"561","2009-2010","Bronx",49,2009,66,NA,NA,40.8448,-73.8648
"562","2009-2010","Broome",49,2009,1,NA,NA,42.1619773,-75.830291
"563","2009-2010","Cattaraugus",49,2009,0,NA,NA,42.2448527,-78.6810055
"564","2009-2010","Cayuga",49,2009,1,NA,NA,43.0085456,-76.5745866
"565","2009-2010","Chautauqua",49,2009,0,NA,NA,42.3042159,-79.4075949
"566","2009-2010","Chemung",49,2009,0,NA,NA,42.1552807,-76.7471788
"567","2009-2010","Chenango",49,2009,3,NA,NA,42.489732,-75.6049051
"568","2009-2010","Clinton",49,2009,3,NA,NA,44.7527103,-73.7056478
"569","2009-2010","Columbia",49,2009,2,NA,NA,42.2477286,-73.6268046
"570","2009-2010","Cortland",49,2009,1,NA,NA,42.5938237,-76.0762647
"571","2009-2010","Delaware",49,2009,0,NA,NA,42.1939865,-74.966728
"572","2009-2010","Dutchess",49,2009,7,NA,NA,41.7550085,-73.7399512
"573","2009-2010","Erie",49,2009,2,NA,NA,42.752759,-78.7781922
"574","2009-2010","Essex",49,2009,2,NA,NA,44.1089711,-73.7775726
"575","2009-2010","Franklin",49,2009,2,NA,NA,44.5943743,-74.3106698
"576","2009-2010","Fulton",49,2009,0,NA,NA,43.1156093,-74.4236782
"577","2009-2010","Genesee",49,2009,3,NA,NA,43.0009096,-78.1927784
"578","2009-2010","Greene",49,2009,5,NA,NA,42.2869511,-74.1494949
"579","2009-2010","Hamilton",49,2009,0,NA,NA,43.6578786,-74.5024556
"580","2009-2010","Herkimer",49,2009,0,NA,NA,43.1631,-74.8741
"581","2009-2010","Jefferson",49,2009,0,NA,NA,44.0607,-75.9928
"582","2009-2010","Kings",49,2009,46,NA,NA,40.6782,-73.9442
"583","2009-2010","Lewis",49,2009,0,NA,NA,43.7863965,-75.4426165
"584","2009-2010","Livingston",49,2009,1,NA,NA,42.7274845,-77.7697795
"585","2009-2010","Madison",49,2009,0,NA,NA,42.9100255,-75.6635749
"586","2009-2010","Monroe",49,2009,9,NA,NA,43.174966,-77.639663
"587","2009-2010","Montgomery",49,2009,0,NA,NA,42.9008912,-74.4353575
"588","2009-2010","Nassau",49,2009,131,NA,NA,40.7506561,-73.582905
"589","2009-2010","New york",49,2009,62,NA,NA,40.7831,-73.9712
"590","2009-2010","Niagara",49,2009,0,NA,NA,43.203001,-78.71083
"591","2009-2010","Oneida",49,2009,7,NA,NA,43.2427273,-75.4342824
"592","2009-2010","Onondaga",49,2009,4,NA,NA,43.0065299,-76.1961167
"593","2009-2010","Ontario",49,2009,0,NA,NA,42.8566949,-77.3032768
"594","2009-2010","Orange",49,2009,6,NA,NA,41.4024096,-74.3062522
"595","2009-2010","Orleans",49,2009,2,NA,NA,43.209007,-78.254897
"596","2009-2010","Oswego",49,2009,0,NA,NA,43.4614428,-76.209258
"597","2009-2010","Otsego",49,2009,0,NA,NA,42.6297762,-75.028841
"598","2009-2010","Putnam",49,2009,9,NA,NA,41.4351,-73.7949
"599","2009-2010","Queens",49,2009,69,NA,NA,40.7282,-73.7949
"600","2009-2010","Rensselaer",49,2009,1,NA,NA,42.7104206,-73.5138454
"601","2009-2010","Richmond",49,2009,22,NA,NA,40.5795,-74.1502
"602","2009-2010","Rockland",49,2009,12,NA,NA,41.1547851,-74.0247721
"603","2009-2010","Saratoga",49,2009,3,NA,NA,43.1061353,-73.8553872
"604","2009-2010","Schenectady",49,2009,2,NA,NA,42.8175421,-74.0435834
"605","2009-2010","Schoharie",49,2009,0,NA,NA,42.591294,-74.4381718
"606","2009-2010","Schuyler",49,2009,0,NA,NA,42.419776,-76.9386038
"607","2009-2010","Seneca",49,2009,0,NA,NA,42.7652,-76.8721
"608","2009-2010","St lawrence",49,2009,0,NA,NA,44.4881125,-75.074311
"609","2009-2010","Steuben",49,2009,1,NA,NA,42.2667252,-77.3855253
"610","2009-2010","Suffolk",49,2009,130,NA,NA,40.943554,-72.6922184
"611","2009-2010","Sullivan",49,2009,1,NA,NA,41.7201763,-74.7646796
"612","2009-2010","Tioga",49,2009,2,NA,NA,42.1256,-76.3637
"613","2009-2010","Tompkins",49,2009,1,NA,NA,42.4532811,-76.4737116
"614","2009-2010","Ulster",49,2009,6,NA,NA,41.9472321,-74.265447
"615","2009-2010","Warren",49,2009,0,NA,NA,43.5551053,-73.8381388
"616","2009-2010","Washington",49,2009,0,NA,NA,43.3123766,-73.4394282
"617","2009-2010","Wayne",49,2009,1,NA,NA,43.202,-77.0104
"618","2009-2010","Westchester",49,2009,61,NA,NA,41.1527698,-73.745912
"619","2009-2010","Wyoming",49,2009,0,NA,NA,42.7013627,-78.2285667
"620","2009-2010","Yates",49,2009,1,NA,NA,42.6431,-77.1485
"621","2009-2010","Albany",50,2009,1,NA,NA,42.5882713,-73.9740136
"622","2009-2010","Allegany",50,2009,1,NA,NA,42.2478938,-78.0261758
"623","2009-2010","Bronx",50,2009,64,NA,NA,40.8448,-73.8648
"624","2009-2010","Broome",50,2009,7,NA,NA,42.1619773,-75.830291
"625","2009-2010","Cattaraugus",50,2009,0,NA,NA,42.2448527,-78.6810055
"626","2009-2010","Cayuga",50,2009,2,NA,NA,43.0085456,-76.5745866
"627","2009-2010","Chautauqua",50,2009,1,NA,NA,42.3042159,-79.4075949
"628","2009-2010","Chemung",50,2009,0,NA,NA,42.1552807,-76.7471788
"629","2009-2010","Chenango",50,2009,2,NA,NA,42.489732,-75.6049051
"630","2009-2010","Clinton",50,2009,0,NA,NA,44.7527103,-73.7056478
"631","2009-2010","Columbia",50,2009,0,NA,NA,42.2477286,-73.6268046
"632","2009-2010","Cortland",50,2009,0,NA,NA,42.5938237,-76.0762647
"633","2009-2010","Delaware",50,2009,0,NA,NA,42.1939865,-74.966728
"634","2009-2010","Dutchess",50,2009,9,NA,NA,41.7550085,-73.7399512
"635","2009-2010","Erie",50,2009,5,NA,NA,42.752759,-78.7781922
"636","2009-2010","Essex",50,2009,0,NA,NA,44.1089711,-73.7775726
"637","2009-2010","Franklin",50,2009,0,NA,NA,44.5943743,-74.3106698
"638","2009-2010","Fulton",50,2009,0,NA,NA,43.1156093,-74.4236782
"639","2009-2010","Genesee",50,2009,0,NA,NA,43.0009096,-78.1927784
"640","2009-2010","Greene",50,2009,3,NA,NA,42.2869511,-74.1494949
"641","2009-2010","Hamilton",50,2009,0,NA,NA,43.6578786,-74.5024556
"642","2009-2010","Herkimer",50,2009,0,NA,NA,43.1631,-74.8741
"643","2009-2010","Jefferson",50,2009,0,NA,NA,44.0607,-75.9928
"644","2009-2010","Kings",50,2009,37,NA,NA,40.6782,-73.9442
"645","2009-2010","Lewis",50,2009,1,NA,NA,43.7863965,-75.4426165
"646","2009-2010","Livingston",50,2009,1,NA,NA,42.7274845,-77.7697795
"647","2009-2010","Madison",50,2009,1,NA,NA,42.9100255,-75.6635749
"648","2009-2010","Monroe",50,2009,19,NA,NA,43.174966,-77.639663
"649","2009-2010","Montgomery",50,2009,0,NA,NA,42.9008912,-74.4353575
"650","2009-2010","Nassau",50,2009,140,NA,NA,40.7506561,-73.582905
"651","2009-2010","New york",50,2009,58,NA,NA,40.7831,-73.9712
"652","2009-2010","Niagara",50,2009,0,NA,NA,43.203001,-78.71083
"653","2009-2010","Oneida",50,2009,4,NA,NA,43.2427273,-75.4342824
"654","2009-2010","Onondaga",50,2009,5,NA,NA,43.0065299,-76.1961167
"655","2009-2010","Ontario",50,2009,3,NA,NA,42.8566949,-77.3032768
"656","2009-2010","Orange",50,2009,8,NA,NA,41.4024096,-74.3062522
"657","2009-2010","Orleans",50,2009,0,NA,NA,43.209007,-78.254897
"658","2009-2010","Oswego",50,2009,2,NA,NA,43.4614428,-76.209258
"659","2009-2010","Otsego",50,2009,0,NA,NA,42.6297762,-75.028841
"660","2009-2010","Putnam",50,2009,27,NA,NA,41.4351,-73.7949
"661","2009-2010","Queens",50,2009,96,NA,NA,40.7282,-73.7949
"662","2009-2010","Rensselaer",50,2009,1,NA,NA,42.7104206,-73.5138454
"663","2009-2010","Richmond",50,2009,18,NA,NA,40.5795,-74.1502
"664","2009-2010","Rockland",50,2009,3,NA,NA,41.1547851,-74.0247721
"665","2009-2010","Saratoga",50,2009,2,NA,NA,43.1061353,-73.8553872
"666","2009-2010","Schenectady",50,2009,2,NA,NA,42.8175421,-74.0435834
"667","2009-2010","Schoharie",50,2009,0,NA,NA,42.591294,-74.4381718
"668","2009-2010","Schuyler",50,2009,0,NA,NA,42.419776,-76.9386038
"669","2009-2010","Seneca",50,2009,1,NA,NA,42.7652,-76.8721
"670","2009-2010","St lawrence",50,2009,1,NA,NA,44.4881125,-75.074311
"671","2009-2010","Steuben",50,2009,1,NA,NA,42.2667252,-77.3855253
"672","2009-2010","Suffolk",50,2009,84,NA,NA,40.943554,-72.6922184
"673","2009-2010","Sullivan",50,2009,1,NA,NA,41.7201763,-74.7646796
"674","2009-2010","Tioga",50,2009,0,NA,NA,42.1256,-76.3637
"675","2009-2010","Tompkins",50,2009,1,NA,NA,42.4532811,-76.4737116
"676","2009-2010","Ulster",50,2009,0,NA,NA,41.9472321,-74.265447
"677","2009-2010","Warren",50,2009,0,NA,NA,43.5551053,-73.8381388
"678","2009-2010","Washington",50,2009,0,NA,NA,43.3123766,-73.4394282
"679","2009-2010","Wayne",50,2009,2,NA,NA,43.202,-77.0104
